genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
29900_bins.336.fa,209_1,0.010000000000000009,average,ANImf,209
29943_bins.211.fa,209_1,0.010000000000000009,average,ANImf,209
29949_bins.98.fa,209_1,0.010000000000000009,average,ANImf,209
14162_bins.71.fa,210_1,0.010000000000000009,average,ANImf,210
14263_bins.278.fa,210_1,0.010000000000000009,average,ANImf,210
14265_bins.643.fa,210_1,0.010000000000000009,average,ANImf,210
14284_bins.314.fa,210_1,0.010000000000000009,average,ANImf,210
14295_bins.71.fa,210_1,0.010000000000000009,average,ANImf,210
14306_bins.343.fa,210_1,0.010000000000000009,average,ANImf,210
14317_bins.540.fa,210_1,0.010000000000000009,average,ANImf,210
29631_bins.124.fa,210_1,0.010000000000000009,average,ANImf,210
29643_bins.264.fa,210_1,0.010000000000000009,average,ANImf,210
29646_bins.563.fa,210_1,0.010000000000000009,average,ANImf,210
29705_bins.227.fa,210_1,0.010000000000000009,average,ANImf,210
29793_bins.389.fa,210_1,0.010000000000000009,average,ANImf,210
29875_bins.274.fa,210_1,0.010000000000000009,average,ANImf,210
14159_bins.160.fa,211_1,0.010000000000000009,average,ANImf,211
14160_bins.75.fa,211_1,0.010000000000000009,average,ANImf,211
14162_bins.329.fa,211_1,0.010000000000000009,average,ANImf,211
14183_bins.306.fa,211_1,0.010000000000000009,average,ANImf,211
14186_bins.264.fa,211_1,0.010000000000000009,average,ANImf,211
14187_bins.114.fa,211_1,0.010000000000000009,average,ANImf,211
14188_bins.530.fa,211_1,0.010000000000000009,average,ANImf,211
14205_bins.140.fa,211_1,0.010000000000000009,average,ANImf,211
14208_bins.146.fa,211_1,0.010000000000000009,average,ANImf,211
14209_bins.22.fa,211_1,0.010000000000000009,average,ANImf,211
14233_bins.148.fa,211_1,0.010000000000000009,average,ANImf,211
14261_bins.467.fa,211_1,0.010000000000000009,average,ANImf,211
14262_bins.346.fa,211_1,0.010000000000000009,average,ANImf,211
14273_bins.111.fa,211_1,0.010000000000000009,average,ANImf,211
14274_bins.308.fa,211_1,0.010000000000000009,average,ANImf,211
14276_bins.522.fa,211_1,0.010000000000000009,average,ANImf,211
14295_bins.60.fa,211_1,0.010000000000000009,average,ANImf,211
14305_bins.351.fa,211_1,0.010000000000000009,average,ANImf,211
14317_bins.529.fa,211_1,0.010000000000000009,average,ANImf,211
14320_bins.11.fa,211_1,0.010000000000000009,average,ANImf,211
29643_bins.42.fa,211_1,0.010000000000000009,average,ANImf,211
29645_bins.150.fa,211_1,0.010000000000000009,average,ANImf,211
29652_bins.84.fa,211_1,0.010000000000000009,average,ANImf,211
29653_bins.297.fa,211_1,0.010000000000000009,average,ANImf,211
29654_bins.189.fa,211_1,0.010000000000000009,average,ANImf,211
29655_bins.41.fa,211_1,0.010000000000000009,average,ANImf,211
29666_bins.441.fa,211_1,0.010000000000000009,average,ANImf,211
29668_bins.110.fa,211_1,0.010000000000000009,average,ANImf,211
29679_bins.161.fa,211_1,0.010000000000000009,average,ANImf,211
29694_bins.405.fa,211_1,0.010000000000000009,average,ANImf,211
29702_bins.222.fa,211_1,0.010000000000000009,average,ANImf,211
29704_bins.238.fa,211_1,0.010000000000000009,average,ANImf,211
29705_bins.312.fa,211_1,0.010000000000000009,average,ANImf,211
29715_bins.199.fa,211_1,0.010000000000000009,average,ANImf,211
29753_bins.245.fa,211_1,0.010000000000000009,average,ANImf,211
29781_bins.237.fa,211_1,0.010000000000000009,average,ANImf,211
29793_bins.372.fa,211_1,0.010000000000000009,average,ANImf,211
29796_bins.340.fa,211_1,0.010000000000000009,average,ANImf,211
29846_bins.17.fa,211_1,0.010000000000000009,average,ANImf,211
29864_bins.167.fa,211_1,0.010000000000000009,average,ANImf,211
29875_bins.313.fa,211_1,0.010000000000000009,average,ANImf,211
29924_bins.123.fa,211_1,0.010000000000000009,average,ANImf,211
29931_bins.346.fa,211_1,0.010000000000000009,average,ANImf,211
29948_bins.516.fa,211_1,0.010000000000000009,average,ANImf,211
29961_bins.339.fa,211_1,0.010000000000000009,average,ANImf,211
29962_bins.144.fa,211_1,0.010000000000000009,average,ANImf,211
14159_bins.506.fa,212_1,0.010000000000000009,average,ANImf,212
14182_bins.40.fa,212_1,0.010000000000000009,average,ANImf,212
14184_bins.327.fa,212_1,0.010000000000000009,average,ANImf,212
14186_bins.259.fa,212_1,0.010000000000000009,average,ANImf,212
14187_bins.313.fa,212_1,0.010000000000000009,average,ANImf,212
14188_bins.101.fa,212_1,0.010000000000000009,average,ANImf,212
14209_bins.351.fa,212_1,0.010000000000000009,average,ANImf,212
14260_bins.454.fa,212_1,0.010000000000000009,average,ANImf,212
14261_bins.201.fa,212_1,0.010000000000000009,average,ANImf,212
14276_bins.397.fa,212_1,0.010000000000000009,average,ANImf,212
14306_bins.425.fa,212_1,0.010000000000000009,average,ANImf,212
14320_bins.380.fa,212_1,0.010000000000000009,average,ANImf,212
29646_bins.600.fa,212_1,0.010000000000000009,average,ANImf,212
29652_bins.189.fa,212_1,0.010000000000000009,average,ANImf,212
29666_bins.152.fa,212_1,0.010000000000000009,average,ANImf,212
29667_bins.390.fa,212_1,0.010000000000000009,average,ANImf,212
29668_bins.177.fa,212_1,0.010000000000000009,average,ANImf,212
29691_bins.233.fa,212_1,0.010000000000000009,average,ANImf,212
29694_bins.97.fa,212_1,0.010000000000000009,average,ANImf,212
29702_bins.89.fa,212_1,0.010000000000000009,average,ANImf,212
29704_bins.467.fa,212_1,0.010000000000000009,average,ANImf,212
29705_bins.160.fa,212_1,0.010000000000000009,average,ANImf,212
29715_bins.15.fa,212_1,0.010000000000000009,average,ANImf,212
29752_bins.528.fa,212_1,0.010000000000000009,average,ANImf,212
29753_bins.110.fa,212_1,0.010000000000000009,average,ANImf,212
29781_bins.135.fa,212_1,0.010000000000000009,average,ANImf,212
29796_bins.82.fa,212_1,0.010000000000000009,average,ANImf,212
29847_bins.333.fa,212_1,0.010000000000000009,average,ANImf,212
29863_bins.200.fa,212_1,0.010000000000000009,average,ANImf,212
29875_bins.242.fa,212_1,0.010000000000000009,average,ANImf,212
29931_bins.96.fa,212_1,0.010000000000000009,average,ANImf,212
29948_bins.252.fa,212_1,0.010000000000000009,average,ANImf,212
29961_bins.383.fa,212_1,0.010000000000000009,average,ANImf,212
14265_bins.273.fa,213_0,0.010000000000000009,average,ANImf,213
14265_bins.187.fa,214_0,0.010000000000000009,average,ANImf,214
14295_bins.88.fa,215_0,0.010000000000000009,average,ANImf,215
29934_bins.312.fa,216_1,0.010000000000000009,average,ANImf,216
29951_bins.348.fa,216_2,0.010000000000000009,average,ANImf,216
14297_bins.248.fa,216_3,0.010000000000000009,average,ANImf,216
14171_bins.36.fa,216_4,0.010000000000000009,average,ANImf,216
29745_bins.169.fa,216_5,0.010000000000000009,average,ANImf,216
14208_bins.574.fa,216_6,0.010000000000000009,average,ANImf,216
29949_bins.340.fa,216_7,0.010000000000000009,average,ANImf,216
14305_bins.346.fa,216_8,0.010000000000000009,average,ANImf,216
29847_bins.199.fa,216_9,0.010000000000000009,average,ANImf,216
29793_bins.178.fa,216_10,0.010000000000000009,average,ANImf,216
14192_bins.113.fa,216_11,0.010000000000000009,average,ANImf,216
29743_bins.111.fa,216_12,0.010000000000000009,average,ANImf,216
14201_bins.40.fa,216_13,0.010000000000000009,average,ANImf,216
29703_bins.106.fa,216_14,0.010000000000000009,average,ANImf,216
14287_bins.49.fa,216_15,0.010000000000000009,average,ANImf,216
14277_bins.23.fa,216_16,0.010000000000000009,average,ANImf,216
29898_bins.103.fa,216_17,0.010000000000000009,average,ANImf,216
14317_bins.313.fa,216_18,0.010000000000000009,average,ANImf,216
29778_bins.164.fa,216_18,0.010000000000000009,average,ANImf,216
29644_bins.33.fa,216_19,0.010000000000000009,average,ANImf,216
14159_bins.437.fa,216_20,0.010000000000000009,average,ANImf,216
29668_bins.522.fa,216_21,0.010000000000000009,average,ANImf,216
29679_bins.213.fa,216_22,0.010000000000000009,average,ANImf,216
29846_bins.364.fa,216_23,0.010000000000000009,average,ANImf,216
29655_bins.146.fa,216_24,0.010000000000000009,average,ANImf,216
14260_bins.66.fa,216_25,0.010000000000000009,average,ANImf,216
29765_bins.17.fa,216_26,0.010000000000000009,average,ANImf,216
14298_bins.285.fa,216_27,0.010000000000000009,average,ANImf,216
NegativeControl_bins.324.fa,216_28,0.010000000000000009,average,ANImf,216
14320_bins.117.fa,216_29,0.010000000000000009,average,ANImf,216
29961_bins.53.fa,216_30,0.010000000000000009,average,ANImf,216
14182_bins.130.fa,216_31,0.010000000000000009,average,ANImf,216
29864_bins.422.fa,216_32,0.010000000000000009,average,ANImf,216
14186_bins.77.fa,216_33,0.010000000000000009,average,ANImf,216
29652_bins.220.fa,216_34,0.010000000000000009,average,ANImf,216
14209_bins.295.fa,216_35,0.010000000000000009,average,ANImf,216
14284_bins.175.fa,216_36,0.010000000000000009,average,ANImf,216
29643_bins.148.fa,216_37,0.010000000000000009,average,ANImf,216
29900_bins.39.fa,216_38,0.010000000000000009,average,ANImf,216
14308_bins.160.fa,216_39,0.010000000000000009,average,ANImf,216
29702_bins.323.fa,216_40,0.010000000000000009,average,ANImf,216
29645_bins.9.fa,216_41,0.010000000000000009,average,ANImf,216
14194_bins.170.fa,216_42,0.010000000000000009,average,ANImf,216
29777_bins.54.fa,216_43,0.010000000000000009,average,ANImf,216
29665_bins.506.fa,216_44,0.010000000000000009,average,ANImf,216
14322_bins.201.fa,216_45,0.010000000000000009,average,ANImf,216
29931_bins.135.fa,216_46,0.010000000000000009,average,ANImf,216
29707_bins.226.fa,216_47,0.010000000000000009,average,ANImf,216
14273_bins.13.fa,216_48,0.010000000000000009,average,ANImf,216
14161_bins.36.fa,217_0,0.010000000000000009,average,ANImf,217
14308_bins.95.fa,218_0,0.010000000000000009,average,ANImf,218
14162_bins.318.fa,219_1,0.010000000000000009,average,ANImf,219
14174_bins.174.fa,219_1,0.010000000000000009,average,ANImf,219
14183_bins.186.fa,219_1,0.010000000000000009,average,ANImf,219
14184_bins.176.fa,219_1,0.010000000000000009,average,ANImf,219
14186_bins.433.fa,219_1,0.010000000000000009,average,ANImf,219
14187_bins.419.fa,219_1,0.010000000000000009,average,ANImf,219
14188_bins.267.fa,219_1,0.010000000000000009,average,ANImf,219
14193_bins.117.fa,219_1,0.010000000000000009,average,ANImf,219
14194_bins.221.fa,219_1,0.010000000000000009,average,ANImf,219
14208_bins.159.fa,219_1,0.010000000000000009,average,ANImf,219
14209_bins.42.fa,219_1,0.010000000000000009,average,ANImf,219
14260_bins.196.fa,219_1,0.010000000000000009,average,ANImf,219
14261_bins.353.fa,219_1,0.010000000000000009,average,ANImf,219
14262_bins.204.fa,219_1,0.010000000000000009,average,ANImf,219
14265_bins.92.fa,219_1,0.010000000000000009,average,ANImf,219
14273_bins.234.fa,219_1,0.010000000000000009,average,ANImf,219
14274_bins.116.fa,219_1,0.010000000000000009,average,ANImf,219
14275_bins.176.fa,219_1,0.010000000000000009,average,ANImf,219
14276_bins.293.fa,219_1,0.010000000000000009,average,ANImf,219
14284_bins.181.fa,219_1,0.010000000000000009,average,ANImf,219
14286_bins.347.fa,219_1,0.010000000000000009,average,ANImf,219
14287_bins.368.fa,219_1,0.010000000000000009,average,ANImf,219
14288_bins.213.fa,219_1,0.010000000000000009,average,ANImf,219
14297_bins.175.fa,219_1,0.010000000000000009,average,ANImf,219
14305_bins.6.fa,219_1,0.010000000000000009,average,ANImf,219
14307_bins.92.fa,219_1,0.010000000000000009,average,ANImf,219
14317_bins.221.fa,219_1,0.010000000000000009,average,ANImf,219
14320_bins.279.fa,219_1,0.010000000000000009,average,ANImf,219
14322_bins.248.fa,219_1,0.010000000000000009,average,ANImf,219
210747_bins.2.fa,219_1,0.010000000000000009,average,ANImf,219
212211_bins.20.fa,219_1,0.010000000000000009,average,ANImf,219
21560_bins.25.fa,219_1,0.010000000000000009,average,ANImf,219
29643_bins.509.fa,219_1,0.010000000000000009,average,ANImf,219
29644_bins.87.fa,219_1,0.010000000000000009,average,ANImf,219
29652_bins.424.fa,219_1,0.010000000000000009,average,ANImf,219
29653_bins.233.fa,219_1,0.010000000000000009,average,ANImf,219
29654_bins.322.fa,219_1,0.010000000000000009,average,ANImf,219
29655_bins.49.fa,219_1,0.010000000000000009,average,ANImf,219
29666_bins.230.fa,219_1,0.010000000000000009,average,ANImf,219
29679_bins.17.fa,219_1,0.010000000000000009,average,ANImf,219
29694_bins.521.fa,219_1,0.010000000000000009,average,ANImf,219
29700_bins.209.fa,219_1,0.010000000000000009,average,ANImf,219
29702_bins.290.fa,219_1,0.010000000000000009,average,ANImf,219
29703_bins.457.fa,219_1,0.010000000000000009,average,ANImf,219
29705_bins.92.fa,219_1,0.010000000000000009,average,ANImf,219
29707_bins.409.fa,219_1,0.010000000000000009,average,ANImf,219
29715_bins.318.fa,219_1,0.010000000000000009,average,ANImf,219
29752_bins.341.fa,219_1,0.010000000000000009,average,ANImf,219
29753_bins.395.fa,219_1,0.010000000000000009,average,ANImf,219
29754_bins.20.fa,219_1,0.010000000000000009,average,ANImf,219
29765_bins.47.fa,219_1,0.010000000000000009,average,ANImf,219
29781_bins.351.fa,219_1,0.010000000000000009,average,ANImf,219
29796_bins.196.fa,219_1,0.010000000000000009,average,ANImf,219
29846_bins.94.fa,219_1,0.010000000000000009,average,ANImf,219
29847_bins.291.fa,219_1,0.010000000000000009,average,ANImf,219
29865_bins.279.fa,219_1,0.010000000000000009,average,ANImf,219
29875_bins.546.fa,219_1,0.010000000000000009,average,ANImf,219
29876_bins.7.fa,219_1,0.010000000000000009,average,ANImf,219
29900_bins.177.fa,219_1,0.010000000000000009,average,ANImf,219
29913_bins.310.fa,219_1,0.010000000000000009,average,ANImf,219
29914_bins.46.fa,219_1,0.010000000000000009,average,ANImf,219
29924_bins.438.fa,219_1,0.010000000000000009,average,ANImf,219
29934_bins.68.fa,219_1,0.010000000000000009,average,ANImf,219
29939_bins.68.fa,219_1,0.010000000000000009,average,ANImf,219
29948_bins.14.fa,219_1,0.010000000000000009,average,ANImf,219
29949_bins.380.fa,219_1,0.010000000000000009,average,ANImf,219
29951_bins.229.fa,219_1,0.010000000000000009,average,ANImf,219
29961_bins.323.fa,219_1,0.010000000000000009,average,ANImf,219
29962_bins.41.fa,219_1,0.010000000000000009,average,ANImf,219
315286_bins.14.fa,219_1,0.010000000000000009,average,ANImf,219
315649_bins.47.fa,219_1,0.010000000000000009,average,ANImf,219
319096_bins.36.fa,219_1,0.010000000000000009,average,ANImf,219
32719_bins.11.fa,219_1,0.010000000000000009,average,ANImf,219
40519_bins.22.fa,219_1,0.010000000000000009,average,ANImf,219
408216_bins.6.fa,219_1,0.010000000000000009,average,ANImf,219
706402_bins.86.fa,219_1,0.010000000000000009,average,ANImf,219
910916_bins.23.fa,219_1,0.010000000000000009,average,ANImf,219
B11802_bins.59.fa,219_1,0.010000000000000009,average,ANImf,219
B12474_bins.23.fa,219_1,0.010000000000000009,average,ANImf,219
NegativeControl_bins.297.fa,219_1,0.010000000000000009,average,ANImf,219
T12057_bins.9.fa,219_1,0.010000000000000009,average,ANImf,219
14233_bins.272.fa,219_2,0.010000000000000009,average,ANImf,219
14160_bins.21.fa,219_3,0.010000000000000009,average,ANImf,219
14163_bins.136.fa,219_3,0.010000000000000009,average,ANImf,219
14172_bins.122.fa,219_3,0.010000000000000009,average,ANImf,219
14306_bins.198.fa,219_3,0.010000000000000009,average,ANImf,219
14308_bins.444.fa,219_3,0.010000000000000009,average,ANImf,219
29646_bins.678.fa,219_3,0.010000000000000009,average,ANImf,219
29647_bins.136.fa,219_3,0.010000000000000009,average,ANImf,219
29691_bins.34.fa,219_3,0.010000000000000009,average,ANImf,219
29742_bins.534.fa,219_3,0.010000000000000009,average,ANImf,219
29745_bins.324.fa,219_3,0.010000000000000009,average,ANImf,219
29793_bins.149.fa,219_3,0.010000000000000009,average,ANImf,219
29943_bins.92.fa,219_3,0.010000000000000009,average,ANImf,219
29645_bins.84.fa,219_4,0.010000000000000009,average,ANImf,219
14284_bins.34.fa,220_1,0.010000000000000009,average,ANImf,220
29931_bins.317.fa,220_1,0.010000000000000009,average,ANImf,220
14161_bins.61.fa,221_1,0.010000000000000009,average,ANImf,221
14186_bins.133.fa,221_1,0.010000000000000009,average,ANImf,221
14190_bins.165.fa,221_1,0.010000000000000009,average,ANImf,221
14271_bins.125.fa,221_1,0.010000000000000009,average,ANImf,221
14286_bins.296.fa,221_1,0.010000000000000009,average,ANImf,221
14287_bins.315.fa,221_1,0.010000000000000009,average,ANImf,221
14298_bins.226.fa,221_1,0.010000000000000009,average,ANImf,221
14306_bins.211.fa,221_1,0.010000000000000009,average,ANImf,221
14322_bins.322.fa,221_1,0.010000000000000009,average,ANImf,221
210747_bins.27.fa,221_1,0.010000000000000009,average,ANImf,221
21272_bins.40.fa,221_1,0.010000000000000009,average,ANImf,221
29631_bins.235.fa,221_1,0.010000000000000009,average,ANImf,221
29654_bins.317.fa,221_1,0.010000000000000009,average,ANImf,221
29679_bins.442.fa,221_1,0.010000000000000009,average,ANImf,221
29692_bins.117.fa,221_1,0.010000000000000009,average,ANImf,221
29702_bins.214.fa,221_1,0.010000000000000009,average,ANImf,221
29704_bins.46.fa,221_1,0.010000000000000009,average,ANImf,221
29705_bins.415.fa,221_1,0.010000000000000009,average,ANImf,221
29707_bins.11.fa,221_1,0.010000000000000009,average,ANImf,221
29715_bins.241.fa,221_1,0.010000000000000009,average,ANImf,221
29743_bins.95.fa,221_1,0.010000000000000009,average,ANImf,221
29753_bins.145.fa,221_1,0.010000000000000009,average,ANImf,221
29777_bins.95.fa,221_1,0.010000000000000009,average,ANImf,221
29901_bins.33.fa,221_1,0.010000000000000009,average,ANImf,221
29913_bins.280.fa,221_1,0.010000000000000009,average,ANImf,221
29924_bins.326.fa,221_1,0.010000000000000009,average,ANImf,221
29939_bins.106.fa,221_1,0.010000000000000009,average,ANImf,221
29945_bins.108.fa,221_1,0.010000000000000009,average,ANImf,221
29946_bins.53.fa,221_1,0.010000000000000009,average,ANImf,221
29962_bins.371.fa,221_1,0.010000000000000009,average,ANImf,221
314531_bins.8.fa,221_1,0.010000000000000009,average,ANImf,221
315286_bins.34.fa,221_1,0.010000000000000009,average,ANImf,221
706402_bins.8.fa,221_1,0.010000000000000009,average,ANImf,221
NegativeControl_bins.35.fa,221_1,0.010000000000000009,average,ANImf,221
14160_bins.33.fa,222_1,0.010000000000000009,average,ANImf,222
14262_bins.415.fa,222_1,0.010000000000000009,average,ANImf,222
14265_bins.547.fa,222_1,0.010000000000000009,average,ANImf,222
14284_bins.166.fa,222_1,0.010000000000000009,average,ANImf,222
14298_bins.60.fa,222_1,0.010000000000000009,average,ANImf,222
14306_bins.413.fa,222_1,0.010000000000000009,average,ANImf,222
29653_bins.223.fa,222_1,0.010000000000000009,average,ANImf,222
29679_bins.29.fa,222_1,0.010000000000000009,average,ANImf,222
29781_bins.394.fa,222_1,0.010000000000000009,average,ANImf,222
29865_bins.562.fa,222_1,0.010000000000000009,average,ANImf,222
29948_bins.341.fa,222_1,0.010000000000000009,average,ANImf,222
29951_bins.450.fa,222_1,0.010000000000000009,average,ANImf,222
14160_bins.118.fa,223_1,0.010000000000000009,average,ANImf,223
14162_bins.287.fa,223_1,0.010000000000000009,average,ANImf,223
14163_bins.297.fa,223_1,0.010000000000000009,average,ANImf,223
14172_bins.249.fa,223_1,0.010000000000000009,average,ANImf,223
14174_bins.77.fa,223_1,0.010000000000000009,average,ANImf,223
14182_bins.88.fa,223_1,0.010000000000000009,average,ANImf,223
14184_bins.455.fa,223_1,0.010000000000000009,average,ANImf,223
14187_bins.350.fa,223_1,0.010000000000000009,average,ANImf,223
14190_bins.286.fa,223_1,0.010000000000000009,average,ANImf,223
14192_bins.4.fa,223_1,0.010000000000000009,average,ANImf,223
14194_bins.119.fa,223_1,0.010000000000000009,average,ANImf,223
14205_bins.173.fa,223_1,0.010000000000000009,average,ANImf,223
14209_bins.186.fa,223_1,0.010000000000000009,average,ANImf,223
14231_bins.46.fa,223_1,0.010000000000000009,average,ANImf,223
14260_bins.471.fa,223_1,0.010000000000000009,average,ANImf,223
14261_bins.473.fa,223_1,0.010000000000000009,average,ANImf,223
14263_bins.392.fa,223_1,0.010000000000000009,average,ANImf,223
14265_bins.314.fa,223_1,0.010000000000000009,average,ANImf,223
14274_bins.255.fa,223_1,0.010000000000000009,average,ANImf,223
14276_bins.239.fa,223_1,0.010000000000000009,average,ANImf,223
14295_bins.496.fa,223_1,0.010000000000000009,average,ANImf,223
14298_bins.159.fa,223_1,0.010000000000000009,average,ANImf,223
14305_bins.372.fa,223_1,0.010000000000000009,average,ANImf,223
14308_bins.103.fa,223_1,0.010000000000000009,average,ANImf,223
14317_bins.384.fa,223_1,0.010000000000000009,average,ANImf,223
14322_bins.43.fa,223_1,0.010000000000000009,average,ANImf,223
210080_bins.24.fa,223_1,0.010000000000000009,average,ANImf,223
29631_bins.226.fa,223_1,0.010000000000000009,average,ANImf,223
29645_bins.161.fa,223_1,0.010000000000000009,average,ANImf,223
29646_bins.397.fa,223_1,0.010000000000000009,average,ANImf,223
29652_bins.331.fa,223_1,0.010000000000000009,average,ANImf,223
29668_bins.157.fa,223_1,0.010000000000000009,average,ANImf,223
29691_bins.283.fa,223_1,0.010000000000000009,average,ANImf,223
29694_bins.322.fa,223_1,0.010000000000000009,average,ANImf,223
29700_bins.397.fa,223_1,0.010000000000000009,average,ANImf,223
29702_bins.114.fa,223_1,0.010000000000000009,average,ANImf,223
29704_bins.466.fa,223_1,0.010000000000000009,average,ANImf,223
29705_bins.99.fa,223_1,0.010000000000000009,average,ANImf,223
29707_bins.55.fa,223_1,0.010000000000000009,average,ANImf,223
29742_bins.126.fa,223_1,0.010000000000000009,average,ANImf,223
29743_bins.101.fa,223_1,0.010000000000000009,average,ANImf,223
29752_bins.280.fa,223_1,0.010000000000000009,average,ANImf,223
29754_bins.88.fa,223_1,0.010000000000000009,average,ANImf,223
29765_bins.275.fa,223_1,0.010000000000000009,average,ANImf,223
29777_bins.75.fa,223_1,0.010000000000000009,average,ANImf,223
29778_bins.220.fa,223_1,0.010000000000000009,average,ANImf,223
29781_bins.129.fa,223_1,0.010000000000000009,average,ANImf,223
29792_bins.147.fa,223_1,0.010000000000000009,average,ANImf,223
29797_bins.192.fa,223_1,0.010000000000000009,average,ANImf,223
29846_bins.238.fa,223_1,0.010000000000000009,average,ANImf,223
29847_bins.154.fa,223_1,0.010000000000000009,average,ANImf,223
29863_bins.280.fa,223_1,0.010000000000000009,average,ANImf,223
29864_bins.158.fa,223_1,0.010000000000000009,average,ANImf,223
29865_bins.400.fa,223_1,0.010000000000000009,average,ANImf,223
29898_bins.4.fa,223_1,0.010000000000000009,average,ANImf,223
29901_bins.56.fa,223_1,0.010000000000000009,average,ANImf,223
29912_bins.191.fa,223_1,0.010000000000000009,average,ANImf,223
29914_bins.131.fa,223_1,0.010000000000000009,average,ANImf,223
29931_bins.21.fa,223_1,0.010000000000000009,average,ANImf,223
29939_bins.222.fa,223_1,0.010000000000000009,average,ANImf,223
29943_bins.359.fa,223_1,0.010000000000000009,average,ANImf,223
29949_bins.454.fa,223_1,0.010000000000000009,average,ANImf,223
29951_bins.47.fa,223_1,0.010000000000000009,average,ANImf,223
29961_bins.143.fa,223_1,0.010000000000000009,average,ANImf,223
29962_bins.372.fa,223_1,0.010000000000000009,average,ANImf,223
315132_bins.31.fa,223_1,0.010000000000000009,average,ANImf,223
T12057_bins.61.fa,223_1,0.010000000000000009,average,ANImf,223
14188_bins.520.fa,224_1,0.010000000000000009,average,ANImf,224
14261_bins.142.fa,224_1,0.010000000000000009,average,ANImf,224
14286_bins.25.fa,224_1,0.010000000000000009,average,ANImf,224
29703_bins.121.fa,224_1,0.010000000000000009,average,ANImf,224
14262_bins.393.fa,224_2,0.010000000000000009,average,ANImf,224
29949_bins.282.fa,224_3,0.010000000000000009,average,ANImf,224
29653_bins.122.fa,224_4,0.010000000000000009,average,ANImf,224
14159_bins.275.fa,224_5,0.010000000000000009,average,ANImf,224
14275_bins.244.fa,224_5,0.010000000000000009,average,ANImf,224
14317_bins.202.fa,224_5,0.010000000000000009,average,ANImf,224
32365_bins.25.fa,224_5,0.010000000000000009,average,ANImf,224
14186_bins.251.fa,224_6,0.010000000000000009,average,ANImf,224
14194_bins.13.fa,224_7,0.010000000000000009,average,ANImf,224
14288_bins.258.fa,224_7,0.010000000000000009,average,ANImf,224
29913_bins.253.fa,224_7,0.010000000000000009,average,ANImf,224
14260_bins.273.fa,224_8,0.010000000000000009,average,ANImf,224
29914_bins.40.fa,224_8,0.010000000000000009,average,ANImf,224
14190_bins.15.fa,224_9,0.010000000000000009,average,ANImf,224
14193_bins.86.fa,224_9,0.010000000000000009,average,ANImf,224
14233_bins.283.fa,224_9,0.010000000000000009,average,ANImf,224
14276_bins.470.fa,224_9,0.010000000000000009,average,ANImf,224
29652_bins.224.fa,224_9,0.010000000000000009,average,ANImf,224
29655_bins.156.fa,224_9,0.010000000000000009,average,ANImf,224
29666_bins.24.fa,224_9,0.010000000000000009,average,ANImf,224
29691_bins.189.fa,224_9,0.010000000000000009,average,ANImf,224
29742_bins.439.fa,224_9,0.010000000000000009,average,ANImf,224
29847_bins.98.fa,224_9,0.010000000000000009,average,ANImf,224
14160_bins.152.fa,224_10,0.010000000000000009,average,ANImf,224
14161_bins.45.fa,224_10,0.010000000000000009,average,ANImf,224
14162_bins.235.fa,224_10,0.010000000000000009,average,ANImf,224
14201_bins.169.fa,224_10,0.010000000000000009,average,ANImf,224
14208_bins.595.fa,224_10,0.010000000000000009,average,ANImf,224
14263_bins.472.fa,224_10,0.010000000000000009,average,ANImf,224
14265_bins.695.fa,224_10,0.010000000000000009,average,ANImf,224
14274_bins.187.fa,224_10,0.010000000000000009,average,ANImf,224
14277_bins.106.fa,224_10,0.010000000000000009,average,ANImf,224
14284_bins.159.fa,224_10,0.010000000000000009,average,ANImf,224
14287_bins.135.fa,224_10,0.010000000000000009,average,ANImf,224
14297_bins.178.fa,224_10,0.010000000000000009,average,ANImf,224
14305_bins.98.fa,224_10,0.010000000000000009,average,ANImf,224
14306_bins.332.fa,224_10,0.010000000000000009,average,ANImf,224
14322_bins.235.fa,224_10,0.010000000000000009,average,ANImf,224
29645_bins.31.fa,224_10,0.010000000000000009,average,ANImf,224
29646_bins.288.fa,224_10,0.010000000000000009,average,ANImf,224
29668_bins.470.fa,224_10,0.010000000000000009,average,ANImf,224
29679_bins.104.fa,224_10,0.010000000000000009,average,ANImf,224
29705_bins.105.fa,224_10,0.010000000000000009,average,ANImf,224
29778_bins.10.fa,224_10,0.010000000000000009,average,ANImf,224
29796_bins.401.fa,224_10,0.010000000000000009,average,ANImf,224
29797_bins.196.fa,224_10,0.010000000000000009,average,ANImf,224
29912_bins.135.fa,224_10,0.010000000000000009,average,ANImf,224
29934_bins.73.fa,224_10,0.010000000000000009,average,ANImf,224
29939_bins.36.fa,224_10,0.010000000000000009,average,ANImf,224
29943_bins.189.fa,224_10,0.010000000000000009,average,ANImf,224
14172_bins.190.fa,224_11,0.010000000000000009,average,ANImf,224
14183_bins.7.fa,224_11,0.010000000000000009,average,ANImf,224
14205_bins.38.fa,224_11,0.010000000000000009,average,ANImf,224
14231_bins.15.fa,224_11,0.010000000000000009,average,ANImf,224
14308_bins.478.fa,224_11,0.010000000000000009,average,ANImf,224
14320_bins.424.fa,224_11,0.010000000000000009,average,ANImf,224
29631_bins.7.fa,224_11,0.010000000000000009,average,ANImf,224
29707_bins.173.fa,224_11,0.010000000000000009,average,ANImf,224
29777_bins.188.fa,224_11,0.010000000000000009,average,ANImf,224
